id_boleto,id_pagador,id_beneficiario,vlr_nominal,boleto_pago_real,probabilidade_pagamento,probabilidade_nao_pagamento,valor_esperado_modelo,valor_real_aproximado
b37450730f64ca5e90e4ec5e7ddeec3a9f5899af036d23b23a88f14a414f8857,b816b3429b44028cb850005592427b52dd9f159c68eb716db132bfa8e98e227e,7eb1e041068010d3d3d22978c28e519950215824c0371e4b7f08cfb38f2b92e3,865.58,1,0.5867798118488502,0.4132201881511498,507.9048695401278,865.58
03ffd29040ebfc4e653eba206da9da9a391b2ef75a79b248ee32833e1f086a77,9a81553d299fe54cf3e0151cea555472d12d37414c1600987656c6ce2eef52f7,e0f4af31bf014ccee10e05a1b3c5c2dc596f5549d8c08f6d07f1e6537df738dc,7130.91,1,0.6614478025373408,0.3385521974626592,4716.724749591549,7130.91
75b674599eb2f7e00143f09dfe7534fa6c97ccab544cdcb2a974a5a1842f70c1,3341f8b783c40e584e1e37457c963691a16e49fd964a6f334aa6ab92352d22f1,3e293a179deb98210634a2d754b09416959a2f38a8e0e5b5461f0cbccd7ab444,128359.65,1,0.7965811278148872,0.2034188721851128,102248.87476292418,128359.65
2776bb77e008b66dd4191dd62b639d3af4aa167e6ed8f55a7cf7692bbc87c956,2f1eb42fb96ed1f4cae6876a1a5a71af8bea9a470e8ef30c94fef29250a2c5ce,c1ce267dfa6a3afdaea4163b72b3cd43600ebce2853b861420b824ea1211c115,171.68,1,0.9799713809510253,0.020028619048974683,168.24148668167203,171.68
2ea6521b47e294b8a8b50efbb02ca9584de7e340db6f014005771e0db82f3f3a,101f126f550065deafbfb7ecdc4d49339dd7000dd7fb997fe0ccd83697eb37ec,c522b612d0d0871f00d64aa92d7dbcb0fe7f30c5673fbb22ef699c11e25a3046,14019.95,1,0.9552981427013874,0.044701857298612646,13393.232195766317,14019.95
6fef3673692e4e6c668cced4ca8e2263731dc1f2bb1c199d4c84858eb98ffe8a,75b936ad933a7b45483fb6ddc8231c88832437e6c0d9db10d2ab130c57d018fe,6356062169a6d21e14025c970a2d9ca97402094699612e6f070a5cc02c3b7900,40920.0,1,0.9808644732116009,0.019135526788399138,40136.97424381871,40920.0
78a249150665bcc156b136cc87544bb773971f11322b01f48c9a7d5a75e074a1,96c24651ef0263a0206a4342fd1144b95743989ae2649d3a37bee776fe71af09,49b23d56f4ffe81fe19a1d0dbc3dbff60c1b4fe0682ac046b6734da86d19523a,43599.67,1,0.955906095872838,0.044093904127161965,41677.1903310441,43599.67
6c1fa5be5fc114d80cfb1f28e097ed9200c91aa5af7423109ae06f20537fb38c,8a59ac31229c828c93c46832ec9767f79a2cb60fdb01b3c8262e8b09b45f051e,da99df2c9e5676f9c61c92ba9600f826d6ed0fcdf5d0fc62335dbe6f53a64f49,185639.85,1,0.9702836911056054,0.029716308894394583,180123.31887429094,185639.85
1da1093c88b69cd75708a8d4cf63ded1d39e7f31ec47e5bfffd6728d53aef364,32662e6a6ffcbaf52c6b18d72fdd8a3dc28a334a106160b1ec378e5f88499829,43482b433d6997ad6d84fae41d85ab97a43bf2556d464c6dfa3d3a03e9e16ac2,1178.0,1,0.9686998021838275,0.03130019781617255,1141.1283669725487,1178.0
4723f70be43d0a09c472063cfae1544b0bf6831d966d46aade082e6cb7ffd1b9,b8b82c80d83a52db766fa06087d7cf9de67a1caced5f318ecf3505aaaa646b57,adce8baf718444f3931219de4c306e5df6cec8c9f23589308c3534b5f79765ea,346.91,1,0.9329346444446812,0.06706535555531878,323.64435750430437,346.91
c3e68c85ff2973f40929cc1299d5d6c4dad83161aba1d457bb02da439af99efc,43b61b2d3300244f0fca32125b74bf16eac4b83ba7dcb3b10fb7d9ad4cb291a2,c23bebe8d2c948bf43ac4b64835fcc3f9b5f363856d4c2e06799cdbf3081ce72,282.68,1,0.92220672431257,0.07779327568743,260.6893968286773,282.68
f163618360ff78b489ad24832f32feb8f01fadbaa5fc397af198c4663339df6b,831238ff097070a2e8a63c8cf7f6f49004d6fdfe8a4298d29e5ba771ef4ae6c8,1e9e69976ff19ff952136463c25d9c559887cec129ea236ea8b8f86feb407f7e,1035.83,1,0.9748477499365518,0.025152250063448234,1009.7765448167784,1035.83
f6065a32523e531ebb5c6e62126b913e9c189a46c12afd2cc325d10ff1b0f6cf,10ce1d7a3a0cc43bf1c3a24eae2b3f0d828766afee4277e5d65556bad84dc232,c1ce267dfa6a3afdaea4163b72b3cd43600ebce2853b861420b824ea1211c115,432.86,1,0.9874357232034089,0.012564276796591112,427.4214271458276,432.86
ccecf69747c5a03fd2973ae0cb6948a64f7a3db2fe962b41c781838c82a500ff,b2e74cc0960ab5679da0d304bbdc9614bc7abfbbd852a8f12aa00784ed29e037,4f58e0ce77f45ea8dac6700a71a1f76fffe1cde51aae86a119d5eacc8619060f,148459.13,1,0.8004491440039558,0.19955085599604416,118833.983528072,148459.13
51babdbaaedf71f703e4eb5c33738261d679663df6fc9100ffe0b28cf65885b2,ec0775b33b26bf2e213eb874d7017359e8ee6b4e0d299f08aa517a2b06fa9f46,fe3a5dc6235c63f2ca4136e53ab5afca9e1e18a739fb4740bfaa88593852a754,1503.29,1,0.9870570481143793,0.012942951885620668,1483.8329898598652,1503.29
9ae594e808ffd9109dbc497c6f302468a22e101bee791f250113684368063a63,e6715c482be461c407fbac459ea58b2b2b4f082b6f25ffd5a3e71f897eb3cb71,6c22008101528e56669fa5d33f140a080ca2179ac2c2846f739bddcfcd8e63da,3904.65,0,0.7344473179932347,0.2655526820067653,2867.759720202284,0.0
52b4b8710e0c85056e517ab28165c350fc23d55f67c1720cb5d33c3a04426aed,0cdba6f39da923d440ed9dff14e4f350672875217f43b6e2a0dce0fc10249239,751bb74bb7e0769a7b191c68eb6cdb233b63838de11f0539ea418af75452f5ee,4509.52,1,0.933692680535536,0.066307319464464,4210.505816728611,4509.52
a3b4da743916d37cc97782d1e5697a60059bde506f37eefca5cf97c63ee28785,021fe69dbf502a6fa4371d85f952149b09fcee720d67d19d74bef4cdefe9449a,dd2dacce5d0c03be4ed1fe4264f119e26f7cf179e3ff3b918a9ec40b91fa24dc,246.6,1,0.9869624347425929,0.013037565257407069,243.3849364075234,246.6
4308c0fa109b636d2ff1c23dd9d3d71f4f70391b3b714f76dc44b58205d364e8,1e9e69976ff19ff952136463c25d9c559887cec129ea236ea8b8f86feb407f7e,1e9e69976ff19ff952136463c25d9c559887cec129ea236ea8b8f86feb407f7e,11678.01,1,0.908975947811444,0.09102405218855603,10615.030208301521,11678.01
5bba3519fdaa39d9b7de33ed8e165384b1f13f7462610b20cc9ddeb644682d6f,ad970215ade55f00bc67e20a902cf00c19d91874cc47d33860f5131b1a8cf600,bfe60718316ca765f03e61860635eb2e1ef4028f5292579a11a7a4027ae0c429,11526.01,1,0.9680217617351513,0.03197823826484869,11157.428505976972,11526.01
64585fb27e547e8e28165a44b857c5f2fea2a9fafe28fed2b20577d3dcfcd0a6,3c2b0c77e0e2f631a615d0f8f3fb228eac8920f21dca38d7ecf5fb28469ec3b5,08f452969f6962214d28270fe1ac6c06907554dba50eb43f82b5b621909a74d6,376876.49,1,0.8144351413683348,0.18556485863166516,306941.45741155185,376876.49
